permit_id,job_id,bbl,borough,permit_type,permit_status,work_type,filing_date,issuance_date,expiration_date,bldg_type,owner_business_name,owner_business_type,permittee_business_name
3734055,520265249,5080050030,STATEN ISLAND,EQ,ISSUED,EQ,2020-01-27 ,2020-01-27 ,2021-01-26,1,"5517 ARTHUR KILL ROAD, LLC",CORPORATION,"MARK D. LIPTON ASSOC INC,"
3734071,421888461,4029370067,QUEENS,PL,ISSUED,PL,2020-01-27 ,2020-01-27 ,2021-01-26,1,N/A,INDIVIDUAL,SO PLUMBING & HEATING INC
3734097,402891055,4037820027,QUEENS,EW,ISSUED,OT,2020-01-27 ,2020-01-27 ,2020-11-01,2,NYC SCHOOL CONSTRUCTION AUTHORIT,OTHER GOV'T AGENCY,IANNELLI CONSTRUCTION CO
3734098,402888808,4037820027,QUEENS,EW,ISSUED,OT,2020-01-27 ,2020-01-27 ,2020-11-01,2,NYC SCA,DOE,IANNELLI CONSTRUCTION CO
3734117,302582364,3046690037,BROOKLYN,PL,ISSUED,PL,2020-01-27 ,2020-01-27 ,2021-01-26,2,NYC SCA,NYC AGENCY,FORSYTHE P&H CORP
3734152,123897006,1007360039,MANHATTAN,EW,ISSUED,OT,2020-01-27 ,2020-01-27 ,2020-08-30,2,"406 WEST 39TH STREET, LLC",PARTNERSHIP,EXCLUSIVE CARPENTRY INC
3731240,402494350,4156600068,QUEENS,EQ,ISSUED,EQ,2020-01-17 ,2020-01-27 ,2021-01-26,1,NA/,INDIVIDUAL,RAMANAND CHANDRABALI
3733693,121189579,1019320005,MANHATTAN,NB,ISSUED,,2020-01-24 ,2020-01-27 ,2021-01-26,2,HOUSING PRESERVATION AND DEVELOP,NYC AGENCY,APEX BUILDING COMPANY INC
3733334,321933985,3043020001,BROOKLYN,EW,ISSUED,OT,2020-01-24 ,2020-01-24 ,2020-09-10,2,CACTUS HOLDINGS INC.,CORPORATION,"E.W. HOWELL CO, LLC"
3733349,321971121,3067070016,BROOKLYN,PL,ISSUED,PL,2020-01-24 ,2020-01-24 ,2021-01-23,1,N/A,INDIVIDUAL,BT'S PLUMBING AND HEATING
3733451,440582870,4008420068,QUEENS,EW,ISSUED,OT,2020-01-24 ,2020-01-24 ,2020-08-07,2,NES 23 LLC,CORPORATION,MK CONTRACTING GROUP INC
3733456,440582889,4070050024,QUEENS,EW,ISSUED,OT,2020-01-24 ,2020-01-24 ,2020-10-01,1,N/A,INDIVIDUAL,SUNRUN INSTALLATION SVC
3733493,520383175,5032840076,STATEN ISLAND,NB,ISSUED,,2020-01-24 ,2020-01-24 ,2021-01-23,1,SAND LANE CORPORATION,CORPORATION,"WAHLER PLACE,LLC"
3733625,421883741,4119800026,QUEENS,PL,ISSUED,PL,2020-01-24 ,2020-01-24 ,2021-01-23,2,N/A,INDIVIDUAL,ROCK E SMALL PLBG&HTG INC
3733671,421104842,4050020001,QUEENS,EW,ISSUED,OT,2020-01-24 ,2020-01-24 ,2021-01-23,2,NYC SCA,OTHER GOV'T AGENCY,RICI CORP
3732726,321794484,3063450051,BROOKLYN,PL,ISSUED,PL,2020-01-23 ,2020-01-23 ,2021-01-22,2,"MOON PM REALTY, LLC",CORPORATION,"PIPESTYLISTS, INC"
3732799,321967270,3087070070,BROOKLYN,PL,ISSUED,PL,2020-01-23 ,2020-01-23 ,2021-01-22,2,N/A,INDIVIDUAL,NICE PLUMBING CORP
3732866,220679987,2047830070,BRONX,PL,ISSUED,PL,2020-01-23 ,2020-01-23 ,2021-01-22,1,N/A,INDIVIDUAL,CAPE PLUMBING INC
3732869,140858221,1011430049,MANHATTAN,EW,ISSUED,OT,2020-01-23 ,2020-01-23 ,2021-01-22,2,140-154 W. 72 REALTY LLC,PARTNERSHIP,ARUUM INTERIOR LLC
3732872,421252245,4078180057,QUEENS,PL,ISSUED,PL,2020-01-23 ,2020-01-23 ,2021-01-22,1,N/A,INDIVIDUAL,PLBG INC
3732999,123897836,1009780001,MANHATTAN,PL,ISSUED,PL,2020-01-23 ,2020-01-23 ,2021-01-22,2,BPP PCV OWNER LLC,CORPORATION,CROSSFIELD PLBG & HTG COR
3732387,122768237,1000210006,MANHATTAN,EW,ISSUED,OT,2020-01-22 ,2020-01-23 ,2020-11-27,2,EQUITY RESIDENTIAL,CORPORATION,AMAZING BUILDERS AND RENO
3732156,104027580,1004827501,MANHATTAN,AL,ISSUED,,2020-01-22 ,2020-01-22 ,2020-09-01,2,Estrategia Corp,CORPORATION,RENOVATION STATION INC
3732596,321199305,3009350065,BROOKLYN,PL,ISSUED,PL,2020-01-22 ,2020-01-22 ,2021-01-21,1,27 PROSPECT PLACE OWNERS CORP,CORPORATION,PACIFIC PLBG&HTG CORP
3732608,321021130,3029130016,BROOKLYN,FO,ISSUED,,2020-01-22 ,2020-01-22 ,2020-06-20,1,OWNERS OF 42 SHARON STREET,INDIVIDUAL,COMPOSITE FABRICATION AND
3730773,220607038,2026690080,BRONX,DM,ISSUED,,2020-01-16 ,2020-01-16 ,2020-10-01,2,VICTORY BAPTIST EQUITIES LLC,PARTNERSHIP,ERIN CONSTRUCTION & DEVEL
3730733,321965254,3047770001,BROOKLYN,EW,ISSUED,OT,2020-01-16 ,2020-01-16 ,2020-01-30,2,MARPHIL REALTY CORP,CORPORATION,M. MARIN RESTORATION INC
3730811,122204462,1010740018,MANHATTAN,AL,ISSUED,,2020-01-16 ,2020-01-16 ,2020-10-29,2,"517-525 WEST 45TH STREET, LLC",PARTNERSHIP,ARCH-FORM DESIGN BUILD IN
3730832,123240965,1003847503,MANHATTAN,EW,ISSUED,OT,2020-01-16 ,2020-01-16 ,2021-01-15,2,ONE AVENUE B CONDOMINIUM,CONDO/CO-OP,RUSK RENOVATIONS INC
3731141,123697972,1007530012,MANHATTAN,EW,ISSUED,OT,2020-01-17 ,2020-01-17 ,2020-06-30,2,MMJ 36 REALTY LLC,CORPORATION,SCS UNION REALTY CO LLC
3731194,121189604,1017280002,MANHATTAN,AL,ISSUED,,2020-01-17 ,2020-01-17 ,2020-04-04,2,HOUSING PRESERVATION AND DEV.,NYC AGENCY,AVANTE CONTRACTING CORP
3731391,421941858,4120450034,QUEENS,EW,ISSUED,OT,2020-01-17 ,2020-01-17 ,2020-10-03,1,N/A,INDIVIDUAL,RAVI CONSTRUCTION AND EXP
3731455,421265311,4004020024,QUEENS,FO,ISSUED,,2020-01-17 ,2020-01-17 ,2021-01-16,2,N/A,INDIVIDUAL,US ONE CONSTRUCTION INC
3731746,123215840,1013070023,MANHATTAN,AL,ISSUED,,2020-01-21 ,2020-01-21 ,2021-01-01,2,"BOSTON PROPERTIES, INC.",CORPORATION,"STRUCTURE TONE, LLC"
3731855,220696352,2041080001,BRONX,EW,ISSUED,OT,2020-01-21 ,2020-01-21 ,2021-01-12,2,NA,INDIVIDUAL,D.D.S. MECHANICAL PLUMBIN
3625759,320894939,3074220501,BROOKLYN,PL,ISSUED,PL,2020-01-21 ,2020-01-21 ,2021-01-20,2,NYC DEPT OF PARKS & RECREATION,OTHER GOV'T AGENCY,D.D.S. MECH PBG&HTG CORP
3726677,123712250,1014960054,MANHATTAN,EW,ISSUED,OT,2020-01-21 ,2020-01-21 ,2020-08-21,2,"38 EAST 85TH ST, INC C/O DERMER",CONDO/CO-OP,"BOLSTER.US,INC"
3728987,321850546,3063450039,BROOKLYN,EW,ISSUED,MH,2020-01-10 ,2020-01-17 ,2021-01-01,2,"JOSH REALTY, LLC",CORPORATION,VARDARO CONSTRUCTION CORP
3730338,123381553,1012747504,MANHATTAN,EW,ISSUED,OT,2020-01-15 ,2020-01-15 ,2021-01-14,2,BAIKUNTH LLC,CONDO/CO-OP,RUSK RENOVATIONS INC
3730498,240250937,2028670070,BRONX,EW,ISSUED,OT,2020-01-15 ,2020-01-15 ,2020-11-20,2,1700 HARRISON LLC,CORPORATION,RSG CONSTRUCTION CORP
3730562,421413535,4121360047,QUEENS,NB,ISSUED,,2020-01-15 ,2020-01-15 ,2020-12-02,1,152-11 136TH AVE LLC,CORPORATION,"GBI CONTRACTING, LLC"
3730620,421605329,4100210007,QUEENS,PL,ISSUED,PL,2020-01-15 ,2020-01-15 ,2021-01-14,1,N/A,INDIVIDUAL,L&J PLG & HTG CO OF NY IN
3726416,220675179,2048540004,BRONX,EW,ISSUED,OT,2020-01-02 ,2020-01-15 ,2020-02-05,1,N/A,INDIVIDUAL,URENA CONST & DESIGN INC
668030,400708542,4097540029,QUEENS,SG,ISSUED,,1997-02-13 ,1997-02-13 ,1997-06-30,,HAR-JO CHECK CACHING,INDIVIDUAL,SIGN WORLD INC. T/A BEST SIGN CO
3729064,440578885,4131710058,QUEENS,EW,ISSUED,OT,2020-01-10 ,2020-01-14 ,2020-12-31,1,N/A,INDIVIDUAL,"TRINITY HTG & AIR,INC"
3729873,123817281,1015080031,MANHATTAN,EW,ISSUED,OT,2020-01-14 ,2020-01-14 ,2020-03-28,2,N/A,CONDO/CO-OP,ZOOM CONTRACTING INC
3729916,121192949,1010120029,MANHATTAN,PL,ISSUED,PL,2020-01-14 ,2020-01-14 ,2021-01-13,2,"560 SEVENTH AVENUE OWNER, LLC",PARTNERSHIP,CLOVERDALE MASTER P&H INC
3730221,140214024,1011830050,MANHATTAN,EW,ISSUED,SP,2020-01-14 ,2020-01-14 ,2021-01-13,2,HFZ 344 WEST 72ND STREET OWNER,PARTNERSHIP,RCI FIRE PROTECTION LLC
3726063,123717371,1014660021,MANHATTAN,EW,ISSUED,OT,2019-12-31 ,2020-01-13 ,2020-10-18,2,MARY MANNING WALSH,CORPORATION,THREE W ENTERPRISES INC
3729579,321830408,3012200001,BROOKLYN,PL,ISSUED,PL,2020-01-13 ,2020-01-13 ,2021-01-12,2,OAK TREE MANAGEMENT LTD,CORPORATION,FRANK TROMBETTA & SONS CO
1076460,301146962,3006440001,BROOKLYN,EQ,ISSUED,EQ,2001-03-21 ,2001-03-21 ,2002-05-01,2,Economic Development Co.,PARTNERSHIP,REGIONAL SCAFFOLD & HOISTING CO
3323055,320916096,3048840051,BROOKLYN,EQ,ISSUED,EQ,2017-08-21 ,2017-08-21 ,2018-08-21,2,NOSTRAND ERASMUS LLC,PARTNERSHIP,HARRIS HOME REPAIR & DEVE
3728654,321449278,3000320055,BROOKLYN,EW,ISSUED,MH,2020-01-09 ,2020-01-10 ,2020-12-30,2,247 WATER LLC,PARTNERSHIP,LNM CONSTRUCTION LLC
3728388,421613258,4001130035,QUEENS,PL,ISSUED,PL,2020-01-09 ,2020-01-09 ,2021-01-08,2,SITEX GROUP,CORPORATION,NEW AMSTERDAM PLBG & HTG
3728389,123725923,1012930026,MANHATTAN,EW,ISSUED,OT,2020-01-09 ,2020-01-09 ,2020-10-01,2,VORNADO OFFICE MANAGEMENT,CORPORATION,JAMES E FITZGERALD INC
3728404,322020095,3021310018,BROOKLYN,EW,ISSUED,OT,2020-01-09 ,2020-01-09 ,2020-10-05,2,134 BROADWAY OWNERS LP,CORPORATION,JSL DESIGN INC
3728428,140681439,1007990003,MANHATTAN,EW,ISSUED,OT,2020-01-09 ,2020-01-09 ,2021-01-08,2,GS CHELSEA PROPERTY OWNER LLC,CORPORATION,BRITT REALTY LLC
3728429,421683958,4057520010,QUEENS,AL,ISSUED,,2020-01-09 ,2020-01-09 ,2020-12-17,1,N/A,INDIVIDUAL,ORCHESTER MANAGEMENT CO
3728440,420946016,4072410078,QUEENS,PL,ISSUED,PL,2020-01-09 ,2020-01-09 ,2021-01-08,1,N/A,INDIVIDUAL,"GREGG NY PLUMBING, INC"
3728515,121192057,1004250028,MANHATTAN,NB,ISSUED,,2020-01-09 ,2020-01-09 ,2021-01-08,2,ACMOS ON CHRYSTIE LLC,PARTNERSHIP,NEXUS BUILDING DEVELOPMNT
