permit_id,job_id,bbl,borough,permit_type,permit_status,work_type,filing_date,issuance_date,expiration_date,bldg_type,owner_business_name,owner_business_type,permittee_business_name
3744851,421682968,4161660299,QUEENS,PL,ISSUED,PL,2020-02-28 ,2020-02-28 ,2021-02-27,2,BE ROCKAWAY ENTERPRISES LLC,,MCMANUS MECH MAINT P&H IN
3744946,201199327,2027100001,BRONX,PL,ISSUED,PL,2020-02-28 ,2020-02-28 ,2021-02-27,2,NYC SCA,OTHER GOV'T AGENCY,VARSITY PLBG AND HTG INC
3745032,421660964,4083750040,QUEENS,FO,ISSUED,,2020-02-28 ,2020-02-28 ,2021-01-14,1,MICHAEL LIU,INDIVIDUAL,ROBOT CONSTRUCTION INC
3743896,122553245,1008140015,MANHATTAN,EW,ISSUED,SP,2020-02-27 ,2020-02-27 ,2021-02-26,2,"SHORENSTEIN REALTY SERVICES, LP",PARTNERSHIP,GRUSHINSKY PLBG & HTG INC
3743915,340350907,3009750017,BROOKLYN,EW,ISSUED,OT,2020-02-27 ,2020-02-27 ,2021-03-27,2,N/A,INDIVIDUAL,EG ENTERPRISES NY INC
3743973,123500844,1011520013,MANHATTAN,EW,ISSUED,OT,2020-02-27 ,2020-02-27 ,2020-12-18,2,ALGIN MANAGEMENT CO. LLC,PARTNERSHIP,CANIDO BASONAS CONST SVC
3744068,123840086,1013087501,MANHATTAN,EW,ISSUED,OT,2020-02-27 ,2020-02-27 ,2020-09-30,2,"BOSTON PROPERTIES, INC.",CORPORATION,JT MAGEN & COMPANY INC
3744069,302585879,3007280036,BROOKLYN,EQ,ISSUED,EQ,2020-02-27 ,2020-02-27 ,2021-02-26,2,NYC SCHOOL CONSTRUCTION AUTHORIT,OTHER GOV'T AGENCY,NATIONAL ENVIROMENTAL SAF
3744393,421797336,4019960031,QUEENS,FO,ISSUED,,2020-02-27 ,2020-02-27 ,2020-04-11,2,111 ROOSEVELT DEVELOPMENT LLC.,PARTNERSHIP,DLC DEVELOPMENT CORP
75365,101384388,1006430043,MANHATTAN,EW,ISSUED,MH,1996-10-03 ,1996-10-03 ,1997-05-29,2,N/A,INDIVIDUAL,BEST IRON WORK
3742331,421795105,4038250025,QUEENS,EW,ISSUED,OT,2020-02-21 ,2020-02-26 ,2020-09-28,2,N/A,INDIVIDUAL,ART.KT CONSTRUCTION CORP
3743457,340479075,3037240029,BROOKLYN,EQ,ISSUED,EQ,2020-02-26 ,2020-02-26 ,2021-02-25,2,SKYWORX CONTRACTING INC,NYCHA/HHC,SKYWORX CONTRACTING INC
3743487,123154772,1008380001,MANHATTAN,PL,ISSUED,PL,2020-02-26 ,2020-02-26 ,2021-02-25,2,VBG 990 AOA LLC,CORPORATION,PRACTICAL PLBG & HTG INC
3743493,123867100,1009930036,MANHATTAN,EW,ISSUED,OT,2020-02-26 ,2020-02-26 ,2021-02-08,2,"ADAMS & CO. REAL ESTATE, LLC",PARTNERSHIP,BURA CONSTRUCTION CORP
3743584,123597857,1001327503,MANHATTAN,PL,ISSUED,PL,2020-02-26 ,2020-02-26 ,2021-02-25,2,THE HASTINGS CONDOMINIUM,CONDO/CO-OP,GALICJA PLBG AND HTG.CORP
3743585,421667878,4103280025,QUEENS,DM,ISSUED,,2020-02-26 ,2020-02-26 ,2020-08-21,2,OWNER,INDIVIDUAL,SANDHU BUILDERS 1 INC
3743589,220716848,2027240186,BRONX,EW,ISSUED,OT,2020-02-26 ,2020-02-26 ,2020-12-01,2,AAC MANAGEMENT CORP.,CORPORATION,TOM RECTENWALD CONSTRUCTI
3743628,123242008,1012927502,MANHATTAN,EQ,ISSUED,EQ,2020-02-26 ,2020-02-26 ,2021-02-25,2,SAFWAY ATLANTIC LLC,PARTNERSHIP,"SAFWAY ATLANTIC, LLC"
3743757,321090948,3057340045,BROOKLYN,EW,ISSUED,SD,2020-02-26 ,2020-02-26 ,2021-02-25,2,1462 62ND STREET REALTY LLC,PARTNERSHIP,WNW & SONS PLUMBING & HTG
3743146,321946150,3011440050,BROOKLYN,EW,ISSUED,SP,2020-02-25 ,2020-02-25 ,2021-02-24,1,N/A,INDIVIDUAL,VIP FIRE SPRINKLER INC
3743147,421782850,4008500300,QUEENS,EW,ISSUED,OT,2020-02-25 ,2020-02-25 ,2021-02-24,2,ASTORIA GENERATING COMAPNY,CORPORATION,KIEWIT INFRASTRUCTURE CO
3743149,420253040,4051810017,QUEENS,NB,ISSUED,,2020-02-25 ,2020-02-25 ,2021-02-19,2,FIRST BAPTIST CHURCH OF FLUSHING,CORPORATION,GREEN JJ MANAGEMENT INC
3743155,421685395,4003120089,QUEENS,AL,ISSUED,,2020-02-25 ,2020-02-25 ,2021-02-24,2,REVIEW ASSOCIATES LLC,CORPORATION,FPS CONTRACTING INC
3743258,340704303,3087210350,BROOKLYN,EW,ISSUED,OT,2020-02-25 ,2020-02-25 ,2021-02-24,2,UNITED MANAGEMENT,CORPORATION,MARLEX MANAGEMENT INC
3743304,140837913,1008300062,MANHATTAN,EQ,ISSUED,EQ,2020-02-25 ,2020-02-25 ,2021-02-24,2,SAFWAY ATLANTIC LLC,PARTNERSHIP,"SAFWAY ATLANTIC, LLC"
3743321,421756237,4053440021,QUEENS,EW,ISSUED,OT,2020-02-25 ,2020-02-25 ,2020-03-28,1,NA,INDIVIDUAL,RONG MAINTENANCE INC
3743324,123760304,1020250001,MANHATTAN,AL,ISSUED,OT,2020-02-25 ,2020-02-25 ,2021-02-12,2,267 WEST 139TH PROPERTY LLC,CORPORATION,ARTISTRY AWNING CORP
3743350,421691137,4154840001,QUEENS,PL,ISSUED,PL,2020-02-25 ,2020-02-25 ,2021-02-24,1,NONE,INDIVIDUAL,NORTON MECHANICAL II INC
3743360,220726962,2022860001,BRONX,EW,ISSUED,OT,2020-02-25 ,2020-02-25 ,2020-12-18,2,WORLD OLIVET ASSEMBLY,CORPORATION,Q&F CONSTRUCTION INC
3742697,421717039,4067920600,QUEENS,PL,ISSUED,PL,2020-02-24 ,2020-02-24 ,2021-02-23,2,"SECOND HOUSING COMPANY, INC.",CORPORATION,VARSITY PLBG AND HTG INC
3742701,421025036,4033330003,QUEENS,PL,ISSUED,PL,2020-02-24 ,2020-02-24 ,2021-02-23,2,N/A,INDIVIDUAL,BBM PLUMBING & HTNG INC
3742713,421315687,4037770001,QUEENS,EW,ISSUED,OT,2020-02-24 ,2020-02-24 ,2020-10-18,2,NONE,INDIVIDUAL,SJ EMPIRE CORP
3742872,201197524,2026250001,BRONX,EW,ISSUED,OT,2020-02-24 ,2020-02-24 ,2021-02-23,2,NYC SCA,NYC AGENCY,ARMSTRONG ROOFING CORP
3742129,420513199,4094150051,QUEENS,EW,ISSUED,BL,2020-02-21 ,2020-02-21 ,2020-08-28,2,113-07_LLC,PARTNERSHIP,LLOYD G DRUMMOND PLBG&GEN
3742131,321387281,3086650525,BROOKLYN,PL,ISSUED,PL,2020-02-21 ,2020-02-21 ,2021-02-20,2,"2955 BRIGHTON 5 STREET, LLC",PARTNERSHIP,AMOK INC
3742143,421253823,4050370089,QUEENS,PL,ISSUED,PL,2020-02-21 ,2020-02-21 ,2021-02-20,2,CALGARY 8990 LLC,PARTNERSHIP,WHITESTONE PLUMBING CORP
3742148,421400308,4062990017,QUEENS,EW,ISSUED,SP,2020-02-21 ,2020-02-21 ,2021-02-20,1,NONE,INDIVIDUAL,RRP PLUMBING CORP
3742150,220719079,2039300071,BRONX,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-18,2,USA VEIN CLINICS,CORPORATION,FIRST CNSTRCTION ZONE INC
3742151,123741978,1007467506,MANHATTAN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-18,2,USA VEIN CLINICS,CORPORATION,FIRST CNSTRCTION ZONE INC
3742171,322004825,3070740450,BROOKLYN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-01-01,2,CITY OF NEW YORK DEPARTMENT OF P,NYC AGENCY,HUNTER ROBERTS CONSTRUCTI
3742175,322017571,3009580004,BROOKLYN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-20,2,243 DEVELOPMENT LLC,PARTNERSHIP,C AND E BUILDERS INC
3742307,240269375,2048430069,BRONX,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2020-10-01,1,N/A,INDIVIDUAL,SUNRUN INSTALLATION SVC
3742328,123869117,1012480001,MANHATTAN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-20,2,UNIT OWNER,CONDO/CO-OP,MA KITCHEN & BATH INC
3742329,123669681,1005500022,MANHATTAN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-20,2,N/A,CONDO/CO-OP,MA KITCHEN & BATH INC
3742380,123684334,1006077502,MANHATTAN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2021-02-20,2,130 WEST 12TH STREET CONDOMINIUM,CONDO/CO-OP,FARO BUILDING CORPORATION
3742427,322029498,3011370056,BROOKLYN,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2020-12-31,2,570 VANDERBILT LLC,INDIVIDUAL,COOPER WORKS INC
3742477,440586233,4091920030,QUEENS,EW,ISSUED,OT,2020-02-21 ,2020-02-21 ,2020-12-01,1,N/A,INDIVIDUAL,1ST LIGHT ENERGY INC
416700,140854671,1020900029,MANHATTAN,PL,ISSUED,PL,2019-12-12 ,2020-02-20 ,2021-02-19,2,STELLAR MANAGEMENT,PARTNERSHIP,AP PLUMBING & HVAC LLC
3741704,140851442,1011190029,MANHATTAN,EW,ISSUED,OT,2020-02-20 ,2020-02-20 ,2021-02-19,2,LAURY FRIEBER,CONDO/CO-OP,IP STATE BUILDER INC
3741801,123477558,1011387501,MANHATTAN,EW,ISSUED,OT,2020-02-20 ,2020-02-20 ,2021-02-16,2,FS RESIDENTIAL,CORPORATION,YATES REST GROUP LTD
3741851,121099872,1008100001,MANHATTAN,EW,ISSUED,SD,2020-02-20 ,2020-02-20 ,2021-02-19,2,MACY'S INC.,INDIVIDUAL,NEW YORK PLBG-HTG-COOL C
3742081,421642100,4050510075,QUEENS,NB,ISSUED,,2020-02-20 ,2020-02-20 ,2021-02-19,2,RONG XIN SANFORD REALTY,CORPORATION,GREEN HOUSE TOWN CORP
3741338,123737812,1002147503,MANHATTAN,EW,ISSUED,MH,2020-02-19 ,2020-02-19 ,2021-02-10,2,N/A,CONDO/CO-OP,TARGET NEW YORK CONST.INC
3741369,140887707,1012920069,MANHATTAN,EQ,ISSUED,EQ,2020-02-19 ,2020-02-19 ,2021-02-18,2,"PLATFORMS SOLUTIONS, INC",CORPORATION,"PLATFORM SOLUTIONS, INC"
3741488,302585771,3039900001,BROOKLYN,EQ,ISSUED,EQ,2020-02-19 ,2020-02-19 ,2021-02-18,2,NYC SCHOOL CONSTRUCTION AUTHORIT,NYC AGENCY,INDEPENDENT TEMPERATURE
3741521,123490301,1013947501,MANHATTAN,PL,ISSUED,PL,2020-02-19 ,2020-02-19 ,2021-02-18,2,MICHAEL WEINSTOCK,CONDO/CO-OP,GOLDS PLUMBING CORP
3740907,123842280,1012730001,MANHATTAN,EW,ISSUED,OT,2020-02-18 ,2020-02-18 ,2021-02-05,2,AVAMER 57 FEE LLC,CORPORATION,OPTIMUS CONSTRUCTION & *
3740927,123850118,1004640048,MANHATTAN,EW,ISSUED,OT,2020-02-18 ,2020-02-18 ,2020-03-29,2,TESOLIFE ST MARKS INC,CORPORATION,SMVP MGMT INC
3740929,520374443,5029730029,STATEN ISLAND,AL,ISSUED,,2020-02-18 ,2020-02-18 ,2021-02-17,1,NA,INDIVIDUAL,PISILI INC
3740947,123772140,1013737505,MANHATTAN,EW,ISSUED,OT,2020-02-18 ,2020-02-18 ,2021-02-12,2,ISLAND HOUSE TENANTS CORP.,CONDO/CO-OP,K.J. REMODELING OF NY CO*
3741122,321254110,3025700001,BROOKLYN,EW,ISSUED,SD,2020-02-18 ,2020-02-18 ,2021-02-17,2,M&H REALTY LLC,INDIVIDUAL,TRISTATE FIRE SPRINKLER
3738717,123816086,1000730010,MANHATTAN,EW,ISSUED,OT,2020-02-10 ,2020-02-18 ,2020-09-20,2,NYCEDC,CORPORATION,MASS CONTRACTING CORP
3740350,123870276,1019210024,MANHATTAN,PL,ISSUED,PL,2020-02-14 ,2020-02-14 ,2021-02-13,2,EOM CAPITAL GROUP,CORPORATION,"WATSON'S PLBG, HTG, & BDG"
3740510,421612026,4163500300,QUEENS,PL,ISSUED,PL,2020-02-14 ,2020-02-14 ,2021-02-13,2,"BREEZY POINT COOPERATIVE, INC.",CORPORATION,JOSEPH O'GRADY P & H INC
3740584,123747945,1008680016,MANHATTAN,EW,ISSUED,OT,2020-02-14 ,2020-02-14 ,2021-02-05,2,260-261 MADISON AVENUE LLC,CORPORATION,SFM CONSTRUCTION LLC
3739868,140882203,1018840043,MANHATTAN,EW,ISSUED,OT,2020-02-13 ,2020-02-13 ,2020-08-07,2,TRUSTEES OF COLUMBIA UNIVERSITY,CORPORATION,BILTMORE GENERAL CONTRACT
3739869,320998159,3042000013,BROOKLYN,PL,ISSUED,PL,2020-02-13 ,2020-02-13 ,2021-02-12,2,N/A,INDIVIDUAL,INFINITI ESC PLUMBING COR
3739870,220690303,2027430019,BRONX,EW,ISSUED,OT,2020-02-13 ,2020-02-13 ,2020-12-04,2,SOUTHERN 634 LLC,PARTNERSHIP,PEARL CONTRACTING INC
3739939,123347878,1012920033,MANHATTAN,EW,ISSUED,SP,2020-02-13 ,2020-02-13 ,2021-02-12,2,"PARKLIGHT, LLC",CONDO/CO-OP,RAEL AUTOMATIC SPR.CO INC
3739979,104374428,1012740025,MANHATTAN,EW,ISSUED,SP,2020-02-13 ,2020-02-13 ,2021-02-12,2,CPS1 REALTY LP,PARTNERSHIP,I.M.P. PLBG & HTG CORP
3740090,123725754,1000680036,MANHATTAN,EW,ISSUED,OT,2020-02-13 ,2020-02-13 ,2020-09-25,2,JOHN HANCOCK LIFE INSURANCE CO.,PARTNERSHIP,OMARA ORGANIZATION INC
3740236,322066018,3030610001,BROOKLYN,PL,ISSUED,PL,2020-02-13 ,2020-02-13 ,2021-02-12,1,N/A,INDIVIDUAL,"JMW PLUMBING, INC"
791747,103140897,1003720028,MANHATTAN,PL,ISSUED,PL,2004-12-17 ,2004-12-17 ,2005-12-17,2,NYC HOUSING PRES. & DEV.,,JES PLBG AND HTG CORP
3739714,123885037,1007860051,MANHATTAN,EW,ISSUED,OT,2020-02-12 ,2020-02-12 ,2020-08-12,2,GEORGE COMFORT & SONS,CORPORATION,EXCEL INTERIOR CONSTRUCTI
3738924,321908281,3013460001,BROOKLYN,FO,ISSUED,,2020-02-11 ,2020-02-11 ,2020-10-31,2,SUW 5 LLC,CORPORATION,BIG DREAM DEVELOPERS LLC
3738957,123151855,1001240004,MANHATTAN,EW,ISSUED,SP,2020-02-11 ,2020-02-11 ,2021-02-10,2,11 PARK PLACE LLC C/O COLLIER,CORPORATION,ALLSTATE SPRINKLER CORP
3738990,123787740,1008690016,MANHATTAN,EW,ISSUED,OT,2020-02-11 ,2020-02-11 ,2021-02-09,2,"270 MADISON AVENUE ASSOCIATES, L",PARTNERSHIP,SARK FLOORING LLC
3739134,122607241,1008510028,MANHATTAN,EW,ISSUED,OT,2020-02-11 ,2020-02-11 ,2020-11-06,2,33 EAST 22ND STREET TENANTS CORP,CONDO/CO-OP,HIGHER PLANE CORPORATION
3739241,140419802,1011540101,MANHATTAN,EQ,ISSUED,EQ,2020-02-11 ,2020-02-11 ,2021-02-10,2,NYC HOUSING AUTHORITY,NYCHA/HHC,PIZZAROTTI LLC
3738386,121205187,1015080004,MANHATTAN,NB,ISSUED,,2020-02-10 ,2020-02-10 ,2021-02-09,2,"79TH OWNER, LLC",CORPORATION,CAULDWELL WINGATE CO LLC
3738418,240247988,2045810001,BRONX,EW,ISSUED,OT,2020-02-10 ,2020-02-10 ,2021-02-09,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA/HHC,ROMA SCAFFOLDING INC
3738466,220707448,2024220047,BRONX,EW,ISSUED,BL,2020-02-10 ,2020-02-10 ,2021-02-09,1,GLOBAL REALTY DEVELOPMENT,CORPORATION,A P PLUMBING&HEATING INC
3738496,420909011,4055230018,QUEENS,PL,ISSUED,PL,2020-02-10 ,2020-02-10 ,2021-02-09,2,"KAMP NY PLAZA, LLC",OTHER,PETER PLUMBING ASSOC. INC
3738607,123701761,1022150700,MANHATTAN,EW,ISSUED,OT,2020-02-10 ,2020-02-10 ,2020-10-09,2,KINGSBRIDGE ASSOCIATES LLC.,PARTNERSHIP,CMP CONTRACTING INC
3738724,340716853,3004090038,BROOKLYN,EQ,ISSUED,EQ,2020-02-10 ,2020-02-10 ,2021-02-09,2,TRIBOROUGH SCAFFOLDING & HOISTIN,PARTNERSHIP,TRI BOROUGH SCAFFOLDING.&
3738725,321191660,3027310018,BROOKLYN,FO,ISSUED,,2020-02-10 ,2020-02-10 ,2020-06-27,2,SQUADRA 30 RICHARDSON LLC,PARTNERSHIP,HYPER STRUCTURE CORP
3738771,123679518,1002187501,MANHATTAN,EW,ISSUED,OT,2020-02-10 ,2020-02-10 ,2020-09-18,2,N/A,CONDO/CO-OP,WILMAN CUSTOM DESIGN.LLC
3738772,103649367,1018520099,MANHATTAN,EW,ISSUED,OT,2020-02-10 ,2020-02-10 ,2020-11-16,2,NYC SCA,OTHER GOV'T AGENCY,PMY CONSTRUCTION CORP
3738773,440584707,4135430001,QUEENS,EW,ISSUED,OT,2020-02-10 ,2020-02-10 ,2020-11-15,1,NA,INDIVIDUAL,VENTURE HOME SOLAR LLC
3738788,302586752,3063910024,BROOKLYN,PL,ISSUED,PL,2020-02-10 ,2020-02-10 ,2021-02-09,2,NYC SCHOOL CONST. AUTHORITY,NYC AGENCY,VARSITY PLBG AND HTG INC
3738793,321468979,3010270005,BROOKLYN,AL,ISSUED,,2020-02-10 ,2020-02-10 ,2021-01-28,2,"304, LLC",PARTNERSHIP,THE MANAGEMENT GROUP OF
3738811,220406638,2022810001,BRONX,EW,ISSUED,BL,2020-02-10 ,2020-02-10 ,2020-08-12,2,"SOBRO 401 REALTY, LLC",PARTNERSHIP,CLEAN TECH MECHANICAL INC
3738055,123728840,1003030006,MANHATTAN,EW,ISSUED,OT,2020-02-07 ,2020-02-07 ,2020-12-03,2,"151 CANAL STREET, LLC",CORPORATION,SPK/LEWIS CONSTRUCTION LL
3738079,321806391,3060230066,BROOKLYN,PL,ISSUED,PL,2020-02-07 ,2020-02-07 ,2021-02-06,1,N/A,INDIVIDUAL,NASTASI PLBG & HTG INC
3738092,340251603,3036870012,BROOKLYN,EW,ISSUED,SD,2020-02-07 ,2020-02-07 ,2021-02-06,2,ATLANTIC 2644 LLC,PARTNERSHIP,PEAK FIRE PROTECTION LLC
3738276,421199116,4161140002,QUEENS,EW,ISSUED,MH,2020-02-07 ,2020-02-07 ,2020-12-21,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA/HHC,ARC ELECTRICAL & MECH CON
3738304,103651380,1019250019,MANHATTAN,PL,ISSUED,PL,2020-02-07 ,2020-02-07 ,2021-02-06,2,NY SCHOOL CONSTRUCTION AUTHORITY,OTHER GOV'T AGENCY,FORSYTHE P&H CORP
3738328,220613744,2026380001,BRONX,EW,ISSUED,OT,2020-02-07 ,2020-02-07 ,2021-05-20,2,WOODSTOCK TERRACE MUTUAL HOUSING,CORPORATION,FUTURA BUILDERS GROUP INC
3197362,421418781,4050480025,QUEENS,PL,ISSUED,PL,2017-01-09 ,2017-01-11 ,2018-01-11,2,143-48 41ST AVE LLC,PARTNERSHIP,"HENRY MYERS P & H, INC"
37355,321396958,3083590038,BROOKLYN,PL,ISSUED,PL,2020-02-06 ,2020-02-06 ,2021-02-05,1,REGINAL GUERRIER,INDIVIDUAL,VSP MECHANICAL INC
3737630,220583018,2027370102,BRONX,PL,ISSUED,PL,2020-02-06 ,2020-02-06 ,2021-02-05,2,ELRO II INC.,CORPORATION,EXPRESS PLBG SEWR AND WTR
3737643,421615737,4066890025,QUEENS,AL,ISSUED,,2020-02-06 ,2020-02-06 ,2020-10-08,1,N/A,INDIVIDUAL,SAFETY PRO CONSTRUCTION
3737644,140669328,1019150032,MANHATTAN,EW,ISSUED,BL,2020-02-06 ,2020-02-06 ,2020-10-07,2,407 LENOX AVENUE LLC,CORPORATION,BLETSAS PLBNG & HTG CORP
3735816,321996300,3023840017,BROOKLYN,EW,ISSUED,OT,2020-01-31 ,2020-02-05 ,2020-12-17,2,40 MARCY AVE LLC,CORPORATION,EAST END BUILDERS AND AS
3737164,420850895,4027350068,QUEENS,AL,ISSUED,,2020-02-05 ,2020-02-05 ,2020-10-26,2,RIDGEWOOD REALTY MANAGEMENT LLC,PARTNERSHIP,EVEREST REALTY HOLDINGS I
3737262,123846534,1012807501,MANHATTAN,EW,ISSUED,OT,2020-02-05 ,2020-02-05 ,2021-01-15,2,SL GREEN REALTY CORP.,CORPORATION,SYNERGY CONSTRUCTION INC
3737341,123781504,1005280037,MANHATTAN,EW,ISSUED,MH,2020-02-05 ,2020-02-05 ,2020-12-15,2,UNION SQUARE HOSPITALITY GROUP,CONDO/CO-OP,NEWGRANGE CONSTRUCTION CO
3737455,123800789,1006367502,MANHATTAN,EW,ISSUED,OT,2020-02-05 ,2020-02-05 ,2020-10-01,2,3-5 WEEHAWKEN CONDOMINIUM,CORPORATION,PRESERV BLD RESTOR MGT IN
294184,200232881,2036530050,BRONX,EW,ISSUED,MH,1993-01-04 ,1993-01-04 ,1993-12-19,2,ROYAL FRMS INC.,CORPORATION,THE MAIN CONNECTION
3477186,421394468,4005890029,QUEENS,FO,ISSUED,,2018-06-19 ,2018-06-19 ,2019-01-14,2,N/A,INDIVIDUAL,DYNASTY CONTRACTING LLC
3697497,421858216,4163500400,QUEENS,NB,ISSUED,,2019-10-07 ,2019-10-07 ,2019-11-12,1,"BREEZY POINT COOPERATIVE, INC",CORPORATION,SAND-BAR CONTRACTORS INC
3710638,121088170,1002740001,MANHATTAN,AL,ISSUED,,2019-11-12 ,2020-02-04 ,2020-02-22,2,47 MONROE REALTY LLC.,INDIVIDUAL,SAHARA BUILDERS CORP
3736540,123722686,1020310054,MANHATTAN,EW,ISSUED,MH,2020-02-04 ,2020-02-04 ,2020-09-08,2,MALCOLM X APARTMENT INC.,CORPORATION,HI-TECH HEATING CORP
3736565,121187820,1006920053,MANHATTAN,FO,ISSUED,,2020-02-04 ,2020-02-04 ,2021-02-03,2,"540 W 21ST STREET HOLDINGS, LLC",CORPORATION,SUFFOLK CONSTRUCTION COMP
3736567,321826262,3015340050,BROOKLYN,PL,ISSUED,PL,2020-02-04 ,2020-02-04 ,2021-02-03,1,N/A,INDIVIDUAL,BT'S PLUMBING AND HEATING
3736649,220693514,2048240041,BRONX,PL,ISSUED,PL,2020-02-04 ,2020-02-04 ,2021-02-03,2,FRANCIOSA 222 LLC,CORPORATION,NEW PLBG & HTG CORP
3736667,421652385,4142310819,QUEENS,DM,ISSUED,,2020-02-04 ,2020-02-04 ,2021-01-26,1,"PROJECT REBUILD, INC.",CORPORATION,"GRANITE ENVIRONMENT, LLC"
3736708,123774718,1018747501,MANHATTAN,PL,ISSUED,PL,2020-02-04 ,2020-02-04 ,2021-02-03,2,BELAIR CORP,CORPORATION,F1 MECHANICAL INC
3736985,220670860,2022720005,BRONX,EW,ISSUED,MH,2020-02-04 ,2020-02-04 ,2021-02-04,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA/HHC,MDG DESIGN & CONSTR LLC
3736213,123135589,1012097502,MANHATTAN,PL,ISSUED,PL,2020-02-03 ,2020-02-03 ,2021-02-02,2,NA,CONDO/CO-OP,PAL-MAR PLBG & HTG INC
3736359,104465865,1000310011,MANHATTAN,PL,ISSUED,PL,2020-02-03 ,2020-02-03 ,2021-02-02,2,"75 Wall Street Associates, LLC",,PACE PLUMBING CORP
3736373,140851200,1016027501,MANHATTAN,EW,ISSUED,OT,2020-02-03 ,2020-02-03 ,2020-08-10,2,ALTA APARTMENTS,CONDO/CO-OP,PREMIER SOURCE CONSTRUCT
3728167,520291997,5001860221,STATEN ISLAND,EW,ISSUED,OT,2020-01-08 ,2020-02-03 ,2021-01-17,2,VAN STREET REALTY,INDIVIDUAL,REGAL RECONSTRUCTION CORP
3733449,122091235,1009150006,MANHATTAN,DM,ISSUED,,2020-01-24 ,2020-02-03 ,2021-01-17,2,THIRD AND THIRTY FOUR LLC,PARTNERSHIP,REGAL RECONSTRUCTION CORP
3735667,140885594,1018940001,MANHATTAN,EW,ISSUED,OT,2020-01-31 ,2020-01-31 ,2020-02-28,2,380 RIVERSIDE DRIVE TENANTS CORP,CORPORATION,L & Z CONSULTING CORP
3735820,123756337,1012657501,MANHATTAN,EW,ISSUED,OT,2020-01-31 ,2020-01-31 ,2021-01-30,2,"RCPI LANDMARK PROPERTIES, LLC",CORPORATION,HOLT CONSTRUCTION CORP
3735856,121968601,1001760011,MANHATTAN,PL,ISSUED,PL,2020-01-31 ,2020-01-31 ,2021-01-30,2,WHITE ROSE ARTISTS CORP.,PARTNERSHIP,R.J.C. MECHANICAL CORP
3736040,440580373,4035290025,QUEENS,EW,ISSUED,OT,2020-01-31 ,2020-01-31 ,2020-10-19,1,N/A,INDIVIDUAL,PREMIER SOLAR SOLUTIONS L
3735201,140885406,1007027501,MANHATTAN,EQ,ISSUED,EQ,2020-01-30 ,2020-01-30 ,2021-01-29,2,SAFWAY ATLANTIC LLC,PARTNERSHIP,"SAFWAY ATLANTIC, LLC"
3735583,123151365,1014050072,MANHATTAN,PL,ISSUED,PL,2020-01-30 ,2020-01-30 ,2021-01-29,2,"WITHERS BERGMAN, LLP",CONDO/CO-OP,NEW MILLENNIUM P & H CORP
3735001,140884906,1017550050,MANHATTAN,EW,ISSUED,OT,2020-01-29 ,2020-01-29 ,2020-08-25,2,"2059 MADISON, LP",PARTNERSHIP,INTERSTATE RESTORATION LL
3735078,321669832,3019820077,BROOKLYN,PL,ISSUED,PL,2020-01-29 ,2020-01-29 ,2021-01-28,2,"29 PUTNAM AVE, LP",PARTNERSHIP,INNOVATIVE HEATING SOLUTI
3734231,220699554,2057740240,BRONX,EW,ISSUED,OT,2020-01-28 ,2020-01-28 ,2021-01-01,2,MANHATTAN COLLEGE,CORPORATION,PAVARINI NORTH EAST CONST
3734397,140884041,1012300036,MANHATTAN,EW,ISSUED,OT,2020-01-28 ,2020-01-28 ,2020-11-19,2,AIMCO 464-466 AMSTERDAM 200-10 W,PARTNERSHIP,"KING ROSE OF NY, INC"
3734504,220152670,2026740009,BRONX,NB,ISSUED,,2020-01-28 ,2020-01-28 ,2020-04-08,2,VALDESIA HOLDING CORP.,CORPORATION,BAEZ HUGHES DEVELOPMENT
3734623,123844331,1008750070,MANHATTAN,EW,ISSUED,OT,2020-01-28 ,2020-01-28 ,2020-03-28,2,THE NATIONAL ARTS CLUB,CORPORATION,ZOOM CONTRACTING INC
3734637,220342573,2040220020,BRONX,EW,ISSUED,OT,2020-01-28 ,2020-01-28 ,2020-04-01,1,GGG REALTY GROUP LLC,INDIVIDUAL,UA BUILDERS CORP
3733777,321909887,3046160006,BROOKLYN,PL,ISSUED,PL,2020-01-27 ,2020-01-27 ,2021-01-26,2,THAMAR CORP.,PARTNERSHIP,SUPERIOR PLUMBING & HEATI
3733800,140882098,1007730012,MANHATTAN,EW,ISSUED,OT,2020-01-27 ,2020-01-27 ,2020-10-17,2,CHELSEA GARDENS OWNERS CORP.,CORPORATION,K.E.S CONSTRUCTION CO INC
3733859,520220403,5010740043,STATEN ISLAND,NB,ISSUED,,2020-01-27 ,2020-01-27 ,2020-02-15,2,M & B CONSTRUCTION OF NY INC,CORPORATION,ALKA CONTRACTING INC
