bbl,borough,address,zip,bldg_class,land_use,year_built,num_floors,units_residential,units_total,lot_area_sqft,bldg_area_sqft,assess_total,owner_name,latitude,longitude
1013007501,MN,237 PARK AVENUE,10017,RC,5,1985,21.0000000,0,25,65228,922671,196089752.00000,UNAVAILABLE OWNER,40.7539143,-73.9749690
1012910001,MN,711 5 AVENUE,10022,O6,5,1927,18.0000000,0,15,18062,310000,194627250.00000,711 FIFTH AVE PRINCIPAL OWNER LLC,40.7617093,-73.9743813
1012747504,MN,768 5 AVENUE,10019,RM,4,1907,19.0000000,163,447,53772,715226,192092877.00000,UNAVAILABLE OWNER,40.7644540,-73.9744452
1012927501,MN,721 5 AVENUE,10022,RM,4,1983,58.0000000,231,232,19450,628103,191635204.00000,GMAC COMMERCIAL MORTGAGE,40.7623103,-73.9738937
1001420025,MN,310 GREENWICH STREET,10013,D6,4,1975,39.0000000,1328,1349,186631,2079746,191302650.00000,IP MORTGAGE BORROWER LLC,40.7195193,-74.0108694
1013000001,MN,230 PARK AVENUE,10169,O4,5,1929,34.0000000,0,1,69153,1212596,188421300.00000,RXR HB OWNER LLC,40.7543922,-73.9761058
1010280029,MN,888 7 AVENUE,10106,O4,5,1970,45.0000000,0,103,32425,866359,187186500.00000,"888 SEVENTH AVENUE, LLC",40.7653611,-73.9808815
1010827501,MN,770 11 AVENUE,10019,RM,4,2009,32.0000000,864,914,94463,1082317,186565496.00000,UNAVAILABLE OWNER,40.7676927,-73.9921372
1011057501,MN,625 WEST 57 STREET,10019,RM,4,2013,43.0000000,709,712,110457,632629,184821750.00000,UNAVAILABLE OWNER,40.7714311,-73.9929671
1011320020,MN,155 WEST 60 STREET,10023,W6,8,1950,20.0000000,211,212,194620,1025320,183285450.00000,FORDHAM UNIVERSITY,40.7709939,-73.9853530
1012770014,MN,330 MADISON AVENUE,10017,O4,5,1965,40.0000000,0,70,33137,733001,182440350.00000,330 MADISON ASSOCIATES LLC,40.7533251,-73.9794015
1005790047,MN,310 HUDSON STREET,10013,O6,5,2021,19.0000000,0,4,86198,972820,182050650.00000,"HUDSON SQUARE REALTY, LLC",40.7261372,-74.0066204
1000940001,MN,80 GOLD STREET,10038,D4,3,1971,6.0000000,1641,1652,357935,2163399,180705600.00000,SOUTHBRIDGE TOWERS INC,40.7092516,-74.0036070
1016040023,MN,1425 MADISON AVENUE,10029,I9,8,1992,17.0000000,0,2,80732,914600,180227250.00000,MOUNT SINAI HOSPITAL,40.7885156,-73.9522160
1010140033,MN,3 TIMES SQUARE,10036,O4,5,1999,32.0000000,0,2,29630,855000,179836200.00000,NYC ECONOMIC DEVELOPMENT CORPORATION,40.7565705,-73.9870671
1009550005,MN,403 EAST 23 STREET,10010,I1,8,1950,18.0000000,0,2,279967,1385425,179172450.00000,DEPT OF VETERAN AFFAIRS,40.7370867,-73.9769167
1005990064,MN,375 HUDSON STREET,10014,O6,5,1987,18.0000000,0,6,69096,1076164,179118000.00000,NEW REMAINDERMAN 375 HUDSON LLC,40.7284812,-74.0079232
1012670034,MN,640 5 AVENUE,10019,O4,5,1940,21.0000000,0,27,16673,277684,178963200.00000,640 FIFTH AVENUE OWNER LLC,40.7595360,-73.9769991
1008707501,MN,10 UNION SQUARE EAST,10003,RM,4,1988,27.0000000,645,696,76503,1071822,178886246.00000,EAST UNION SQUARE C,40.7346429,-73.9892147
1008690034,MN,90 PARK AVENUE,10016,O4,5,1963,41.0000000,0,65,38019,927829,178870500.00000,"NINETY PARK PROPERTY, LLC",40.7507450,-73.9793590
1010320029,MN,641 8 AVENUE,10018,T9,7,1950,6.0000000,0,1,255000,1500000,178862400.00000,PORT AUTHORITY OF NY AND NJ,40.7569524,-73.9915284
1010030005,MN,135 WEST 50 STREET,10020,O4,5,1963,23.0000000,0,52,48200,865759,178203150.00000,135 WEST 50TH STREET GROUND OWNER LLC,40.7609504,-73.9820559
1014800010,MN,590 EAST 68 STREET,10065,W6,8,1940,6.0000000,0,1,445942,1200000,177717600.00000,ROCKEFELLER UNIVERSITY,40.7625463,-73.9557362
1001007502,MN,8 SPRUCE STREET,10038,RM,4,2007,76.0000000,899,902,41370,900766,177606000.00000,UNAVAILABLE OWNER,40.7109698,-74.0056775
1012857501,MN,611 5 AVENUE,10022,RC,5,1924,36.0000000,0,2,59629,1042944,177214500.00000,SAKS AND CO,40.7579660,-73.9768156
1000160120,MN,200 LIBERTY STREET,10281,O4,5,1986,40.0000000,0,1,94530,1501878,176728500.00000,BROOKFIELD PROPERTIES ONE WFC CO. LLC,40.7106450,-74.0155571
1000110001,MN,2 BROADWAY,10004,O4,5,1958,32.0000000,0,30,72130,1529480,176032800.00000,2 BROADWAY GROUND LEASE,40.7044998,-74.0126451
1012917501,MN,717 5 AVENUE,10022,RC,5,1958,26.0000000,0,6,29475,364014,174895651.00000,UNAVAILABLE OWNER,40.7617806,-73.9740311
1012687501,MN,49 WEST 52 STREET,10019,RC,5,1986,29.0000000,0,2,45925,730175,174874950.00000,40 WEST 53RD PARTNERSHIP,40.7609250,-73.9780130
1000160003,MN,401 SOUTH END AVENUE,10282,Z9,,2024,3.0000000,0,3,2496578,21854,173862335.00000,NYC DEPARTMENT OF TRANSPORTATION,40.7126238,-74.0165856
1012850036,MN,300 PARK AVENUE,10017,O4,5,1954,25.0000000,0,6,34050,645483,173258550.00000,300 PARK AVENUE INC,40.7570488,-73.9747079
1010107506,MN,157 WEST 57 STREET,10019,RM,4,2009,77.0000000,132,135,23808,702619,172528666.00000,UNAVAILABLE OWNER,40.7655007,-73.9790006
1005050036,MN,161 AVENUE OF THE AMERICAS,10013,O6,5,1926,13.0000000,0,57,47690,615107,172261350.00000,OSS 2016 LLC,40.7259040,-74.0045784
1010907502,MN,605 WEST 42 STREET,10036,RM,4,2008,60.0000000,1166,1176,70294,888123,170100257.00000,UNAVAILABLE OWNER,40.7615310,-73.9987799
1019570200,MN,160 CONVENT AVENUE,10031,W5,8,1979,5.0000000,0,1,433411,873000,169882650.00000,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,40.8202109,-73.9503542
1011717513,MN,400 WEST 61ST STREET,10023,RM,4,2016,38.0000000,646,890,92878,846331,169165757.00000,RCB1 NOMINEE LLC,40.7732919,-73.9915841
1008600001,MN,285 5 AVENUE,10016,O6,5,1920,19.0000000,0,116,36575,553725,169161750.00000,MANHATTAN PROPERTIESCO,40.7460525,-73.9857266
1012970023,MN,395 LEXINGTON AVENUE,10017,O4,5,1930,77.0000000,0,167,37525,1035307,168862950.00000,"405 LEXINGTON, L.L.C.",40.7516363,-73.9753741
1001920001,MN,16 WALKER STREET,10013,O4,5,1914,26.0000000,0,65,46040,1092665,168807150.00000,32 SIXTH AVENUE CO LLC,40.7200001,-74.0046357
1006850042,MN,608 WEST 40 STREET,10018,P9,8,2018,3.0000000,0,1,133313,600000,167901750.00000,NYS CONVENTION CENTER DEVELOPMENT CORPORATION,40.7599088,-74.0010901
1011397503,MN,1992 BROADWAY,10023,RM,4,1992,47.0000000,271,279,55462,706837,166661893.00000,UNAVAILABLE OWNER,40.7748031,-73.9814781
1000477501,MN,120 BROADWAY,10005,RB,5,1915,41.0000000,0,6,49614,1491817,166046328.00000,120 BROADWAY CONDO BOARD OF MANGERS,40.7082192,-74.0105213
1008150001,MN,1411 BROADWAY,10018,O4,5,1969,42.0000000,0,100,50765,1088074,163948050.00000,1411 IC-SIC PROPERTY LLC,40.7541936,-73.9875657
1008090053,MN,112 WEST 34 STREET,10001,O4,5,1954,25.0000000,0,52,36340,806417,163615950.00000,"ESRT 112 WEST 34TH STREET, L.P.",40.7498159,-73.9890065
1008410049,MN,452 5 AVENUE,10018,O4,5,1902,29.0000000,0,17,32834,616352,162999000.00000,452 FIFTH OWNERS LLC,40.7520493,-73.9824770
1012980023,MN,425 LEXINGTON AVENUE,10017,O4,5,1987,31.0000000,0,42,35145,627691,162409050.00000,VBGO 425 LEXINGTON LLC,40.7522455,-73.9749480
1010240015,MN,1675 BROADWAY,10019,O4,5,1987,35.0000000,0,1,23900,762619,162270900.00000,BROADWAY 52ND LP,40.7631025,-73.9835462
1000307501,MN,7 HANOVER SQUARE,10004,RC,5,1983,29.0000000,0,15,34699,709912,161642754.00000,7 HANOVER FEE OWNER CO. LLC,40.7040554,-74.0096587
1000010010,MN,301 COMFORT ROAD,10004,Y4,8,1900,3.5000000,0,1,7600835,2542066,160973945.00000,GOVERNORS ISLAND CORPORATION,40.6887742,-74.0187035
1012807501,MN,420 LEXINGTON AVENUE,10170,RC,5,1927,31.0000000,0,8,68302,1044054,160681501.00000,UNAVAILABLE OWNER,40.7526959,-73.9758610
1011167501,MN,20 WEST 64 STREET,10023,RM,4,1970,42.0000000,655,664,59822,973738,160457872.00000,ONE LINCOLN PLAZA CONDOMINIUM,40.7715149,-73.9814068
1018860001,MN,1100 AMSTERDAM AVENUE,10027,W6,8,1912,14.0000000,0,1,398094,1670868,160308000.00000,TRUSTEES OF COLUMBIA UNV,40.8067198,-73.9629421
1001427501,MN,270 GREENWICH STREET,10007,RM,4,2006,32.0000000,381,389,90565,770447,160248592.00000,270 GREENWICH STREET ASSOCIATES,40.7156271,-74.0121169
1014850015,MN,530 EAST 74 STREET,10021,I1,8,2015,24.0000000,0,1,39547,757439,159917400.00000,MEMORIAL HOSPITAL FOR CANCER AND   ALLIE D DISEASES,40.7670238,-73.9510437
1013147502,MN,633 3 AVENUE,10017,RC,5,1960,41.0000000,0,89,48684,769851,159815550.00000,633 THIRD AVE CONDO BD OF MGRS,40.7495666,-73.9746242
1012570002,MN,1060 AVENUE OF THE AMER,10018,Q1,9,1920,2.0000000,0,1,199290,116219,158373000.00000,NYC DEPARTMENT OF PARKS AND RECREATION,40.7538171,-73.9837290
1011147503,MN,15 CENTRAL PARK WEST,10023,RM,4,2005,37.0000000,229,231,57899,695701,158160150.00000,W2001/Z 15 CENTRAL PK WEST RLTY LLC,40.7698598,-73.9813928
1009910060,MN,25-00 FDR DRIVE,10010,D6,4,1973,40.0000000,1101,1122,230066,1797891,157590900.00000,WATERSIDE PROPCO LLC,40.7374235,-73.9732612
1012720063,MN,38 WEST 57 STREET,10019,O4,5,1972,36.0000000,0,43,40166,712000,157587750.00000,LEFRAK SBN LIMITED PARTNERSHIP,40.7635487,-73.9763588
1014630021,MN,437 EAST 68 STREET,10065,I1,8,2014,17.0000000,0,1,42677,733747,157550400.00000,THE NEW YORK AND PRESBYTERIAN HOSPITAL,40.7648492,-73.9558646
1021390250,MN,100 HAVEN AVENUE,10032,I4,8,1970,31.0000000,219,236,53625,1651267,156063150.00000,THE TRUSTEES OF COLUMBIA UNIVERSITY,40.8447809,-73.9430278
1013157501,MN,220 EAST 42 STREET,10017,RC,5,1928,37.0000000,0,42,70112,907907,155773799.00000,UNAVAILABLE OWNER,40.7497694,-73.9731804
1008100001,MN,441 7 AVENUE,10001,K3,5,1930,19.0000000,0,2,134375,2192088,155748600.00000,MACY'S EAST INC,40.7508122,-73.9891038
1010050001,MN,811 7 AVENUE,10019,H1,5,1960,49.0000000,0,13,60775,1172021,154620000.00000,SNYTS OWNER LLC,40.7623886,-73.9814816
1012680001,MN,51 WEST 52 STREET,10019,O4,5,1964,38.0000000,0,1,47725,817095,154502550.00000,"51 W. OWNER, LP",40.7612271,-73.9787457
1012760042,MN,60 EAST 42 STREET,10165,O4,5,1929,55.0000000,0,363,42050,1150564,154278900.00000,"ESRT ONE GRAND CENTRAL PLACE, L.L.C.",40.7521448,-73.9788424
1012907502,MN,2 EAST 55 STREET,10022,RC,5,1904,20.0000000,0,48,22544,323504,153956708.00000,UNAVAILABLE OWNER,40.7612482,-73.9744789
1012780020,MN,333 MADISON AVENUE,10017,O4,5,1914,29.0000000,0,2,43313,874744,153229950.00000,335 MADISON AVENUE LLC,40.7535911,-73.9780948
1014637501,MN,411 EAST 68 STREET,10065,RA,8,2003,22.0000000,0,2,26168,731550,153049500.00000,UNAVAILABLE OWNER,40.7650608,-73.9565792
1009970001,MN,1514 BROADWAY,10036,K2,5,1938,4.0000000,0,29,44475,119000,152164800.00000,44-45 BROADWAY REALTY CO,40.7574239,-73.9851972
1006897501,MN,500 WEST 18TH STREET,10011,RM,4,2017,36.0000000,235,238,76425,744344,151270662.00000,76 ELEVENTH AVENUE PROPERTY OWNER LLC,40.7447000,-74.0074198
1010477502,MN,959 8 AVENUE,10019,RB,5,1928,42.0000000,0,2,40166,703796,150743700.00000,UNAVAILABLE OWNER,40.7665582,-73.9836140
1011370010,MN,1945 BROADWAY,10023,W3,8,1968,5.0000000,0,2,98581,360120,150398550.00000,LINCOLN CENTER PERFORMING ARTS,40.7738317,-73.9831861
1009960001,MN,1500 BROADWAY,10036,O4,5,1972,33.0000000,0,69,25570,493107,148788000.00000,"ZAPCO 1500 INVESTMENT, L.P.",40.7567707,-73.9856377
1010277503,MN,1731 BROADWAY,10019,RC,5,2002,26.0000000,0,10,29400,614307,148771035.00000,UNAVAILABLE OWNER,40.7652460,-73.9824880
1012850021,MN,437 MADISON AVENUE,10017,O4,5,1967,39.0000000,0,102,38360,836660,148483800.00000,MADISON AVENUE FEE,40.7573701,-73.9753936
1010477503,MN,322 WEST 57 STREET,10019,RM,4,1978,50.0000000,583,683,52868,813798,148362418.00000,THE 322 WEST 57TH ST CONDOMINUM,40.7668245,-73.9842384
1008887503,MN,1 PARK AVENUE,10016,RC,5,1926,18.0000000,0,19,45425,686833,147729905.00000,VNO ONE PARK LLC,40.7458707,-73.9814934
1006750012,MN,311 11TH AVENUE,10001,D7,4,2020,60.0000000,938,940,49375,904524,147541950.00000,WEST SIDE 11TH & 29TH LLC,40.7531649,-74.0047968
1009670001,MN,626 1 AVENUE,10016,D8,3,2014,47.0000000,761,764,45190,922828,147099150.00000,AMERICAN COPPER BUILDING JUNIOR MEMBER L LC,40.7444580,-73.9719411
1007297502,MN,371 9 AVENUE,10001,RM,4,2015,64.0000000,844,846,58949,661562,147042900.00000,UNAVAILABLE OWNER,40.7523910,-73.9987440
1011717510,MN,21 WEST END AVENUE,10023,RM,4,2013,43.0000000,616,622,83139,630198,146965500.00000,UNAVAILABLE OWNER,40.7727182,-73.9904289
1012870033,MN,350 PARK AVENUE,10022,O4,5,1961,31.0000000,0,2,27925,536992,146038500.00000,350 PARK EAT LLC,40.7583057,-73.9737293
1008080040,MN,100 WEST 33 STREET,10001,O6,5,2001,12.0000000,0,82,79002,1105991,145355400.00000,VNO 100 WEST 33RD STREET LLC,40.7491489,-73.9892629
1011717511,MN,1 WEST END AVENUE,10023,RM,4,2014,43.0000000,361,374,72099,752143,143749374.00000,UNAVAILABLE OWNER,40.7721994,-73.9909019
1012927502,MN,432 PARK AVENUE,10022,RM,4,2012,90.0000000,126,273,34470,584590,143696715.00000,UNAVAILABLE OWNER,40.7615001,-73.9717968
1012580021,MN,11 WEST 42 STREET,10036,O4,5,1926,33.0000000,0,45,34300,949976,143047800.00000,"11 WEST 42 REALTY INVESTORS, LLC",40.7543026,-73.9817906
1008397501,MN,,10018,RC,5,1990,30.0000000,0,45,28638,582435,142751802.00000,420 FIFTH AVE CONDOMINIUM,40.7508116,-73.9833363
1010297501,MN,241 WEST 57 STREET,10019,RC,5,1927,25.0000000,0,21,32375,529883,140624090.00000,DEVASH LLC,40.7668791,-73.9822132
1002260001,MN,431 CANAL STREET,10013,O6,5,1930,17.0000000,0,67,62613,1000746,140476500.00000,NEW REMAINDERMAN 1 HUDSON SQUARE LLC,40.7234391,-74.0068186
1016690001,MN,1880 2 AVENUE,10029,I1,8,1967,14.0000000,0,3,293586,1075000,140035050.00000,NYC HEALTH AND HOSPITALS CORPORATION,40.7850540,-73.9449602
1007557501,MN,441 8TH AVENUE,10001,RC,5,1934,5.0000000,0,6,364000,1094973,139964850.00000,NEW YORK STATE URBAN DEVELOPMENT CORPORA TION D/B/A/ EMPIRE STATE DEVEL,40.7515181,-73.9958385
1009660001,MN,400 EAST 35TH STREET,10016,D7,4,1985,34.0000000,739,743,71692,841470,139259700.00000,UDR RIVERGATE LLC,40.7438378,-73.9725368
1010080019,MN,127 WEST 55 STREET,10019,O4,5,1988,23.0000000,0,1,29221,540000,138973950.00000,125 WEST 55TH STREET REALTY COMPANY LLC,40.7637468,-73.9789507
1012580001,MN,47 WEST 42 STREET,10036,O6,5,1906,15.0000000,0,19,20887,338886,138648150.00000,1100 AVE. OF THE AMERICAS ASSOCS.,40.7548601,-73.9834472
1012860035,MN,320 PARK AVENUE,10022,O4,5,1994,33.0000000,0,2,30625,656436,138465450.00000,320 PARK AVENUE LLC,40.7576800,-73.9742168
1008057502,MN,835 AVENUE OF THE AMER,10001,RM,4,2010,53.0000000,302,598,32433,598594,137371689.00000,UNAVAILABLE OWNER,40.7471289,-73.9902810
1000030001,MN,10 BATTERY PARK,10004,Q1,9,1951,1.0000000,0,4,945425,945425,137326050.00000,NYC DEPARTMENT OF PARKS AND RECREATION,40.7028059,-74.0156310
1013247503,MN,825 THIRD AVE,10022,RM,4,1969,40.0000000,3,12,29777,400883,137325432.00000,DOLP 825 PROPERTIES II LLC,40.7559059,-73.9700955
1006077503,MN,133 WEST 11 STREET,10011,RM,4,2013,17.0000000,199,204,92925,533883,137172334.00000,THE GREENWICH LANE CONDOMINIUM,40.7365483,-74.0000072
1008560024,MN,380 PARK AVENUE SOUTH,10010,O4,5,1928,34.0000000,0,32,83937,1159795,136883700.00000,NEW YORK LIFE INSURANCE CO INC,40.7427450,-73.9855866
1012970033,MN,666 3 AVENUE,10017,O4,5,1952,32.0000000,0,40,34771,666376,136186650.00000,"CHRYSLER EAST BUILDING, L.L.C.",40.7513562,-73.9746199
1013277504,MN,885 THIRD AVE,10022,RC,5,1986,34.0000000,0,35,26108,444065,135587248.00000,885 3RD AVENUE FEE-LEASEHOLD JV LLC,40.7578845,-73.9687771
1005980058,MN,341 HUDSON STREET,10014,O6,5,1931,17.0000000,0,24,49755,797477,135548550.00000,561 HH LLC,40.7277456,-74.0078581
1009200012,MN,605 3 AVENUE,10158,O4,5,1963,43.0000000,0,40,48285,898734,135235800.00000,605 THIRD AVENUE FEE LLC,40.7489491,-73.9750755
1000480001,MN,140 BROADWAY,10005,O4,5,1968,50.0000000,0,78,52636,1141276,135099450.00000,140 BW LLC,40.7086501,-74.0101174
1007860051,MN,498 7 AVENUE,10018,O4,5,1920,24.0000000,0,1,38800,803800,134849250.00000,498 SEVENTH LLC,40.7528489,-73.9900275
1014207501,MN,200 EAST 66 STREET,10065,RM,4,1951,20.0000000,490,493,98108,848848,133038769.00000,MANHATTAN HOUSE CONDOMINIUM,40.7651040,-73.9625320
1010060013,MN,141 WEST 53 STREET,10019,O4,5,1988,35.0000000,0,35,35799,753137,131303700.00000,"1325 AVENUE OF THE AMERICAS,LP",40.7628798,-73.9807017
1010087503,MN,150 WEST 56 STREET,10019,RM,4,1987,70.0000000,337,340,24237,698686,130887909.00000,UNAVAILABLE OWNER,40.7642410,-73.9797447
1009930011,MN,1440 BROADWAY,10018,O4,5,1924,25.0000000,0,44,30200,747576,130879350.00000,"1440 BROADWAY NY OWNER, LLC",40.7543801,-73.9862302
1000417504,MN,66 PINE STREET,10005,RM,4,1932,66.0000000,612,777,31722,975719,130643550.00000,UNAVAILABLE OWNER,40.7064627,-74.0077149
1010157501,MN,229 WEST 43 STREET,10036,RC,5,1932,16.0000000,0,2,50637,589617,130553550.00000,229 WEST 43RD STREET CONDOMINIUM,40.7575093,-73.9874965
1012590001,MN,1120 AVENUE OF THE AMER,10036,O4,5,1962,21.0000000,0,1,48199,615000,130518000.00000,"HIPPODROME LAND COMPANY, LLC",40.7555983,-73.9828587
1000050010,MN,115 BROAD STREET,10004,D5,3,1969,32.0000000,1320,1323,54023,1044351,130493250.00000,"25 WATER OWNER, LLC",40.7027763,-74.0107224
1013280001,MN,909 3 AVENUE,10022,O4,5,1967,32.0000000,0,10,82341,1321050,130333500.00000,909 THIRD HOLDING LLC,40.7582987,-73.9679034
1013407501,MN,845 UNITED NATIONS PLAZA,10017,RM,4,2000,70.0000000,362,395,37050,713461,130074329.00000,UNAVAILABLE OWNER,40.7525622,-73.9678195
1007270001,MN,401 WEST 29 STREET,10001,Z3,8,1931,10.0000000,0,1,158000,1600000,129702150.00000,USPS,40.7511504,-73.9997871
1012860021,MN,455 MADISON AVENUE,10022,H1,5,1980,51.0000000,0,1,35720,832240,129305250.00000,ARCHDIOCESE/N.Y.,40.7579519,-73.9749206
1003230001,MN,288 DELANCEY STREET,10002,D3,3,1962,14.0000000,2391,2391,1206975,2948300,129299850.00000,NYC HOUSING AUTHORITY,40.7174344,-73.9778109
1001237502,MN,99 CHURCH STREET,10007,RM,4,2008,70.0000000,155,158,29497,609926,129284105.00000,UNAVAILABLE OWNER,40.7127756,-74.0090359
1009700001,MN,666 1 AVENUE,10016,V1,11,0,,0,0,193528,0,129090600.00000,"700 FIRST REALTY COMPANY, LLC",40.7466973,-73.9704100
1013670001,MN,400 EAST 56 STREET,10022,D4,3,1969,38.0000000,629,636,46763,967300,128852550.00000,PLAZA 400 OWNERS CORP,40.7570978,-73.9631249
1009340001,MN,500 2 AVENUE,10016,D6,4,1975,28.0000000,894,902,141836,829024,128830500.00000,BPP KIPS BAY HOLDING LLC,40.7405865,-73.9782398
1012950033,MN,622 3 AVENUE,10017,O4,5,1974,41.0000000,0,23,46148,986431,128768400.00000,622 THIRD AVE. CO. LLC,40.7500801,-73.9758764
1012750027,MN,100 PARK AVENUE,10016,O4,5,1950,36.0000000,0,1,37196,778203,128276550.00000,SLG 100 PARK LLC C/O,40.7513406,-73.9789257
1010870005,MN,860 11 AVENUE,10019,W5,8,2011,13.0000000,0,1,100415,749133,127900350.00000,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,40.7708983,-73.9897396
1000350001,MN,77 FRONT STREET,10005,O4,5,1987,36.0000000,0,31,42176,973587,127581750.00000,"32 SLIPSTREAM, LLC",40.7038085,-74.0076930
1010867502,MN,555 WEST 57TH STREET,10019,RC,5,2005,20.0000000,0,18,62769,839398,126413096.00000,GREEN W. 57TH ST. LLC,40.7704016,-73.9904906
1005810001,MN,201 VARICK STREET,10014,O3,5,1928,12.0000000,0,1,80000,930680,126077850.00000,US GENERAL SERVICES ADMINISTRATIONN,40.7283303,-74.0062743
1014110001,MN,855 PARK AVENUE,10021,I1,8,1930,14.0000000,0,1,81503,775241,126008550.00000,LENOX HILL HOSPITAL,40.7736533,-73.9608556
1010737501,MN,550 WEST 45 STREET,10036,RM,4,2011,31.0000000,699,701,48729,538277,125708736.00000,UNAVAILABLE OWNER,40.7622089,-73.9965815
1010897502,MN,533 11 AVENUE,10036,RR,4,2005,59.0000000,3,3,49823,954682,125614349.00000,UNAVAILABLE OWNER,40.7607899,-73.9992347
1008870030,MN,151 EAST 31 STREET,10016,D6,4,1988,31.0000000,709,725,82950,800227,125560350.00000,MHP LAND ASSOCIATES,40.7444762,-73.9801116
1008330011,MN,1240 BROADWAY,10001,O4,5,1969,39.0000000,0,55,30750,671734,125494200.00000,1250 BROADWAY ASSOCIATES LLC,40.7477737,-73.9878736
1010277501,MN,870 7 AVENUE,10019,RH,5,1925,30.0000000,0,290,35145,665696,125160350.00000,"PC FESTIVUS, LLC",40.7647188,-73.9811849
1008240028,MN,40 WEST 23 STREET,10010,O6,5,1911,12.0000000,0,23,55960,439330,124977150.00000,23RD STREET LLC,40.7417493,-73.9912561
1007310001,MN,460 WEST 34 STREET,10001,O6,5,1927,19.0000000,0,50,33900,538520,124407000.00000,601W TENTH OWNER LLC,40.7540516,-73.9989785
1000370023,MN,180 MAIDEN LANE,10005,O4,5,1982,41.0000000,0,50,46799,1079361,124289100.00000,MAIDEN GLASS LLC,40.7052689,-74.0055147
1010697501,MN,551 10 AVENUE,10018,RM,4,2013,51.0000000,598,600,17528,562325,123849274.00000,UNAVAILABLE OWNER,40.7587587,-73.9964987
1010117501,MN,160 CENTRAL PARK SOUTH,10019,RM,4,1930,42.0000000,180,183,41437,497528,123293193.00000,DIG EH HOTEL LLC,40.7661731,-73.9785167
1008140015,MN,1407 BROADWAY,10018,O4,5,1950,43.0000000,0,229,45170,911896,122724450.00000,1407 BROADWAY,40.7535322,-73.9877679
1009930029,MN,5 BRYANT PARK,10018,O4,5,1958,35.0000000,0,95,27200,654137,122681250.00000,"5 BRYANT PARK PROPERTY INVESTORS IV, LLC",40.7540314,-73.9853856
1012860001,MN,631 5 AVENUE,10022,M1,8,1910,1.0000000,0,1,84350,90700,122147100.00000,ST PATRICKS CATHEDRAL,40.7585038,-73.9761585
1000057501,MN,125 BROAD STREET,10004,RB,5,1970,40.0000000,0,26,54023,1051990,121629514.00000,125 BROAD CONDOMINIUM,40.7022658,-74.0106069
1012690020,MN,21 WEST 53 STREET,10019,P7,8,1963,7.0000000,0,14,55350,355600,121528350.00000,THE MUSEUM OF MODERN ART,40.7612761,-73.9767423
1009457502,MN,685 FIRST AVENUE,10016,RM,4,2016,44.0000000,556,558,32364,686527,121029315.00000,"685 FIRST REALTY COMPANY, LLC",40.7474030,-73.9714130
1013260001,MN,875 3 AVENUE,10022,O4,5,1982,29.0000000,0,29,33932,634175,120709350.00000,875 THIRD AVENUE LLC,40.7572176,-73.9691961
1008647502,MN,355 5 AVENUE,10016,RC,5,1913,13.0000000,0,6,82950,885162,120462008.00000,KMO -361 REALTY ASSOCIATES,40.7484511,-73.9834885
1012670041,MN,650 5 AVENUE,10019,O4,5,1977,36.0000000,0,67,13625,336010,120340350.00000,650 FIFTH AVENUE COMPANY,40.7597693,-73.9768041
1000847501,MN,140 WEST STREET,10007,RM,4,1930,32.0000000,157,170,51055,938946,119526239.00000,UNAVAILABLE OWNER,40.7137743,-74.0129354
1014820001,MN,505 EAST 70 STREET,10021,I4,8,1987,36.0000000,517,535,24956,595492,119517750.00000,ROYAL CHARTER ETAL,40.7656829,-73.9541493
1009437501,MN,330 EAST 38 STREET,10016,RM,4,1989,57.0000000,830,863,81173,924200,119436068.00000,THE CORINTHIAN CONDOMINIUM,40.7463274,-73.9727199
1013700015,MN,425 EAST 58 STREET,10022,D4,3,1975,47.0000000,348,354,62729,988829,118338750.00000,SOVEREIGN APARTMENTS INC,40.7587357,-73.9609474
1005540035,MN,51 ASTOR PLACE,10003,O6,5,2012,14.0000000,0,18,36003,385831,118239300.00000,COOPER UNION FOR THE ADVANCEMENT OF SCIE NCE & ART,40.7300675,-73.9901680
1000157501,MN,17 BATTERY PLACE,10004,RM,4,1902,31.0000000,500,623,64633,1202417,118120050.00000,17 BATTERY PLACE CONDOMINIUM BOARD,40.7056000,-74.0158373
1012670022,MN,15 WEST 51 STREET,10019,O4,5,1947,33.0000000,0,8,37557,582428,118039050.00000,75 PLAZA,40.7600494,-73.9777173
1000167512,MN,102 NORTH END AVENUE,10282,RC,5,1988,14.0000000,0,473,79338,628200,118012050.00000,UNAVAILABLE OWNER,40.7149900,-74.0152768
1012730033,MN,742 5 AVENUE,10019,K3,5,1928,9.0000000,0,1,26100,211669,117940950.00000,754 FIFTH AVENUE ASSOC,40.7634851,-73.9740666
1010307501,MN,220 CENTRAL PARK SOUTH,10019,R4,3,2015,70.0000000,117,117,27604,396613,117687604.00000,UNAVAILABLE OWNER,40.7669584,-73.9805670
1007077501,MN,505 WEST 35TH STREET,10018,RM,4,2020,44.0000000,532,536,17275,455986,117272098.00000,"SUPERPARK REALTY, LLC",40.7556188,-73.9988919
1013000033,MN,730 3 AVENUE,10017,O4,5,1959,28.0000000,0,8,38168,665110,117230850.00000,TGA 730 THIRD AVENUE OWNER LLC,40.7531756,-73.9733198
1010680003,MN,400 WEST 59 STREET,10019,D7,4,1997,49.0000000,729,736,49962,919877,116960850.00000,"400 WEST 59TH ST PTRS, LLC",40.7691660,-73.9857036
